description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Magic Shield - IstUmLemLem - Prayer	1				100					5	shld,mag	r24	r22	r20,qty=2				useitem				addxp			1	1	aura		99	20	30																																																																										0
Rare Shield - IstUmLemLem - Prayer	1				100					5	shld,rar	r24	r22	r20,qty=2				useitem				addxp			1	1	aura		99	20	30																																																																										0
Magic Ring - IstUmLemLem - Prayer	1				100					5	ring,mag	r24	r22	r20,qty=2				useitem				addxp			1	1	aura		99	20	30																																																																										0
Rare Ring - IstUmLemLem - Prayer	1				100					5	ring,rar	r24	r22	r20,qty=2				useitem				addxp			1	1	aura		99	20	30																																																																										0
Magic Belt - IstUmLemLem - Prayer	1				100					5	belt,mag	r24	r22	r20,qty=2				useitem				addxp			1	1	aura		99	20	30																																																																										0
Rare Belt - IstUmLemLem - Prayer	1				100					5	belt,rar	r24	r22	r20,qty=2				useitem				addxp			1	1	aura		99	20	30																																																																										0
Magic Boots - IstUmLemLem - Prayer	1				100					5	boot,mag	r24	r22	r20,qty=2				useitem				addxp			1	1	aura		99	20	30																																																																										0
Rare Boots - IstUmLemLem - Prayer	1				100					5	boot,rar	r24	r22	r20,qty=2				useitem				addxp			1	1	aura		99	20	30																																																																										0
Magic Helm - ZodVexTirEl - Cleansing	1				100					5	helm,mag	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Rare Helm - ZodVexTirEl - Cleansing	1				100					5	helm,rar	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Magic Amu - ZodVexTirEl - Cleansing	1				100					5	amu,mag	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Rare Amu - ZodVexTirEl - Cleansing	1				100					5	amu,rar	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Magic Armor - ZodVexTirEl - Cleansing	1				100					5	tors,mag	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Rare Armor - ZodVexTirEl - Cleansing	1				100					5	tors,rar	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Magic Shield - ZodVexTirEl - Cleansing	1				100					5	shld,mag	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Rare Shield - ZodVexTirEl - Cleansing	1				100					5	shld,rar	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Magic Ring - ZodVexTirEl - Cleansing	1				100					5	ring,mag	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Rare Ring - ZodVexTirEl - Cleansing	1				100					5	ring,rar	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Magic Belt - ZodVexTirEl - Cleansing	1				100					5	belt,mag	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Rare Belt - ZodVexTirEl - Cleansing	1				100					5	belt,rar	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Magic Boots - ZodVexTirEl - Cleansing	1				100					5	boot,mag	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Rare Boots - ZodVexTirEl - Cleansing	1				100					5	boot,rar	r33	r26	r03	r01			useitem				addxp			1	1	aura		109	15	30																																																																										0
Magic Armor - SurUmUmUm - Salvation	1				100					5	tors,mag	r29	r22,qty=3					useitem				addxp			1	1	aura		125	5	15																																																																										0
Rare Armor - SurUmUmUm - Salvation	1				100					5	tors,rar	r29	r22,qty=3					useitem				addxp			1	1	aura		125	5	15																																																																										0
Magic Weapon - MalMalIoEth - Blade Mastery	1				100					5	weap,mag	r23,qty=2	r16	r05				useitem				addxp			1	1	oskill		127	1	1																																																																										0
Rare Weapon - MalMalIoEth - Blade Mastery	1				100					5	weap,rar	r23,qty=2	r16	r05				useitem				addxp			1	1	oskill		127	1	1																																																																										0
Magic Shield - MalMalIoEth - Blade Mastery	1				100					5	shld,mag	r23,qty=2	r16	r05				useitem				addxp			1	1	oskill		127	1	1																																																																										0
Rare Shield - MalMalIoEth - Blade Mastery	1				100					5	shld,rar	r23,qty=2	r16	r05				useitem				addxp			1	1	oskill		127	1	1																																																																										0
Magic Gloves - MalMalIoEth - Blade Mastery	1				100					5	glov,mag	r23,qty=2	r16	r05				useitem				addxp			1	1	oskill		127	1	1																																																																										0
Rare Gloves - MalMalIoEth - Blade Mastery	1				100					5	glov,rar	r23,qty=2	r16	r05				useitem				addxp			1	1	oskill		127	1	1																																																																										0
Magic Weapon - UmPulFalTal - Axe Mastery	1				100					5	weap,mag	r22	r21	r19	r07			useitem				addxp			1	1	oskill		128	1	1																																																																										0
Rare Weapon - UmPulFalTal - Axe Mastery	1				100					5	weap,rar	r22	r21	r19	r07			useitem				addxp			1	1	oskill		128	1	1																																																																										0
Magic Shield - UmPulFalTal - Axe Mastery	1				100					5	shld,mag	r22	r21	r19	r07			useitem				addxp			1	1	oskill		128	1	1																																																																										0
Rare Shield - UmPulFalTal - Axe Mastery	1				100					5	shld,rar	r22	r21	r19	r07			useitem				addxp			1	1	oskill		128	1	1																																																																										0
Magic Gloves - UmPulFalTal - Axe Mastery	1				100					5	glov,mag	r22	r21	r19	r07			useitem				addxp			1	1	oskill		128	1	1																																																																										0
Rare Gloves - UmPulFalTal - Axe Mastery	1				100					5	glov,rar	r22	r21	r19	r07			useitem				addxp			1	1	oskill		128	1	1																																																																										0
Magic Weapon - KoKoKoLum - Mace Mastery	1				100					5	weap,mag	r18,qty=3	r17					useitem				addxp			1	1	oskill		129	1	1																																																																										0
Rare Weapon - KoKoKoLum - Mace Mastery	1				100					5	weap,rar	r18,qty=3	r17					useitem				addxp			1	1	oskill		129	1	1																																																																										0
Magic Shield - KoKoKoLum - Mace Mastery	1				100					5	shld,mag	r18,qty=3	r17					useitem				addxp			1	1	oskill		129	1	1																																																																										0
Rare Shield - KoKoKoLum - Mace Mastery	1				100					5	shld,rar	r18,qty=3	r17					useitem				addxp			1	1	oskill		129	1	1																																																																										0
Magic Gloves - KoKoKoLum - Mace Mastery	1				100					5	glov,mag	r18,qty=3	r17					useitem				addxp			1	1	oskill		129	1	1																																																																										0
Rare Gloves - KoKoKoLum - Mace Mastery	1				100					5	glov,rar	r18,qty=3	r17					useitem				addxp			1	1	oskill		129	1	1																																																																										0
Magic Weapon - IstLemHelHel - Mace Mastery	1				100					5	weap,mag	r24	r20	r15,qty=2				useitem				addxp			1	1	oskill		134	1	1																																																																										0
Rare Weapon - IstLemHelHel - Mace Mastery	1				100					5	weap,rar	r24	r20	r15,qty=2				useitem				addxp			1	1	oskill		134	1	1																																																																										0
Magic Shield - IstLemHelHel - Mace Mastery	1				100					5	shld,mag	r24	r20	r15,qty=2				useitem				addxp			1	1	oskill		134	1	1																																																																										0
Rare Shield - IstLemHelHel - Mace Mastery	1				100					5	shld,rar	r24	r20	r15,qty=2				useitem				addxp			1	1	oskill		134	1	1																																																																										0
Magic Gloves - IstLemHelHel - Mace Mastery	1				100					5	glov,mag	r24	r20	r15,qty=2				useitem				addxp			1	1	oskill		134	1	1																																																																										0
Rare Gloves - IstLemHelHel - Mace Mastery	1				100					5	glov,rar	r24	r20	r15,qty=2				useitem				addxp			1	1	oskill		134	1	1																																																																										0
Magic Weapon - MalKoDolUE - Throwing Mastery	1				100					5	weap,mag	r23	r18	r14	elx			useitem				addxp			1	1	oskill		135	1	1																																																																										0
Rare Weapon - MalKoDolUE - Throwing Mastery	1				100					5	weap,rar	r23	r18	r14	elx			useitem				addxp			1	1	oskill		135	1	1																																																																										0
Magic Shield - MalKoDolUE - Throwing Mastery	1				100					5	shld,mag	r23	r18	r14	elx			useitem				addxp			1	1	oskill		135	1	1																																																																										0
Rare Shield - MalKoDolUE - Throwing Mastery	1				100					5	shld,rar	r23	r18	r14	elx			useitem				addxp			1	1	oskill		135	1	1																																																																										0
Magic Gloves - MalKoDolUE - Throwing Mastery	1				100					5	glov,mag	r23	r18	r14	elx			useitem				addxp			1	1	oskill		135	1	1																																																																										0
Rare Gloves - MalKoDolUE - Throwing Mastery	1				100					5	glov,rar	r23	r18	r14	elx			useitem				addxp			1	1	oskill		135	1	1																																																																										0
Magic Weapon - LemFalFalEld - Spear Mastery	1				100					5	weap,mag	r20	r19,qty=2	r02				useitem				addxp			1	1	oskill		136	1	1																																																																										0
Rare Weapon - LemFalFalEld - Spear Mastery	1				100					5	weap,rar	r20	r19,qty=2	r02				useitem				addxp			1	1	oskill		136	1	1																																																																										0
Magic Shield - LemFalFalEld - Spear Mastery	1				100					5	shld,mag	r20	r19,qty=2	r02				useitem				addxp			1	1	oskill		136	1	1																																																																										0
Rare Shield - LemFalFalEld - Spear Mastery	1				100					5	shld,rar	r20	r19,qty=2	r02				useitem				addxp			1	1	oskill		136	1	1																																																																										0
Magic Gloves - LemFalFalEld - Spear Mastery	1				100					5	glov,mag	r20	r19,qty=2	r02				useitem				addxp			1	1	oskill		136	1	1																																																																										0
Rare Gloves - LemFalFalEld - Spear Mastery	1				100					5	glov,rar	r20	r19,qty=2	r02				useitem				addxp			1	1	oskill		136	1	1																																																																										0
Magic Armor - ShaelShaelShaelShael - Increased Speed	1				100					5	tors,mag	r13,qty=4						useitem				addxp			1	1	oskill		148	1	1																																																																										0
Rare Armor - ShaelShaelShaelShael - Increased Speed	1				100					5	tors,rar	r13,qty=4						useitem				addxp			1	1	oskill		148	1	1																																																																										0
Magic Ring - ShaelShaelShaelShael - Increased Speed	1				100					5	ring,mag	r13,qty=4						useitem				addxp			1	1	oskill		148	1	1																																																																										0
Rare Ring - ShaelShaelShaelShael - Increased Speed	1				100					5	ring,rar	r13,qty=4						useitem				addxp			1	1	oskill		148	1	1																																																																										0
Magic Boots - ShaelShaelShaelShael - Increased Speed	1				100					5	boot,mag	r13,qty=4						useitem				addxp			1	1	oskill		148	1	1																																																																										0
Rare Boots - ShaelShaelShaelShael - Increased Speed	1				100					5	boot,rar	r13,qty=4						useitem				addxp			1	1	oskill		148	1	1																																																																										0
Magic Armor - UmUmUmUm - Natural Resistance	1				100					5	tors,mag	r22,qty=4						useitem				addxp			1	1	oskill		153	1	1																																																																										0
Rare Armor - UmUmUmUm - Natural Resistance	1				100					5	tors,rar	r22,qty=4						useitem				addxp			1	1	oskill		153	1	1																																																																										0
Magic Shield - UmUmUmUm - Natural Resistance	1				100					5	shld,mag	r22,qty=4						useitem				addxp			1	1	oskill		153	1	1																																																																										0
Rare Shield - UmUmUmUm - Natural Resistance	1				100					5	shld,rar	r22,qty=4						useitem				addxp			1	1	oskill		153	1	1																																																																										0
Magic Ring - UmUmUmUm - Natural Resistance	1				100					5	ring,mag	r22,qty=4						useitem				addxp			1	1	oskill		153	1	1																																																																										0
Rare Ring - UmUmUmUm - Natural Resistance	1				100					5	ring,rar	r22,qty=4						useitem				addxp			1	1	oskill		153	1	1																																																																										0
Magic Armor - GulEld2SE - Taunt	1				100					5	tors,mag	r25	r02	hrb,qty=2				useitem				addxp			1	1	oskill		137	5	10	hit-skill		137	25	10	gethit-skill		137	25	10																																																																0
Rare Armor - GulEld2SE - Taunt	1				100					5	tors,rar	r25	r02	hrb,qty=2				useitem				addxp			1	1	oskill		137	5	10	hit-skill		137	25	10	gethit-skill		137	25	10																																																																0
Magic Helm - GulEld2SE - Taunt	1				100					5	helm,mag	r25	r02	hrb,qty=2				useitem				addxp			1	1	oskill		137	5	10	hit-skill		137	25	10	gethit-skill		137	25	10																																																																0
Rare Helm - GulEld2SE - Taunt	1				100					5	helm,rar	r25	r02	hrb,qty=2				useitem				addxp			1	1	oskill		137	5	10	hit-skill		137	25	10	gethit-skill		137	25	10																																																																0
Magic Shield - GulEld2SE - Taunt	1				100					5	shld,mag	r25	r02	hrb,qty=2				useitem				addxp			1	1	oskill		137	5	10	hit-skill		137	25	10	gethit-skill		137	25	10																																																																0
Rare Shield - GulEld2SE - Taunt	1				100					5	shld,rar	r25	r02	hrb,qty=2				useitem				addxp			1	1	oskill		137	5	10	hit-skill		137	25	10	gethit-skill		137	25	10																																																																0
Magic Belt - GulEld2SE - Taunt	1				100					5	belt,mag	r25	r02	hrb,qty=2				useitem				addxp			1	1	oskill		137	5	10	hit-skill		137	25	10	gethit-skill		137	25	10																																																																0
Rare Belt - GulEld2SE - Taunt	1				100					5	belt,rar	r25	r02	hrb,qty=2				useitem				addxp			1	1	oskill		137	5	10	hit-skill		137	25	10	gethit-skill		137	25	10																																																																0
Magic Armor - OhmMalDolSol - Battle Cry	1				100					5	tors,mag	r27	r23	r14	r12			useitem				addxp			1	1	oskill		146	5	10	hit-skill		146	25	10																																																																					0
Rare Armor - OhmMalDolSol - Battle Cry	1				100					5	tors,rar	r27	r23	r14	r12			useitem				addxp			1	1	oskill		146	5	10	hit-skill		146	25	10																																																																					0
Magic Helm - OhmMalDolSol - Battle Cry	1				100					5	helm,mag	r27	r23	r14	r12			useitem				addxp			1	1	oskill		146	5	10	hit-skill		146	25	10																																																																					0
Rare Helm - OhmMalDolSol - Battle Cry	1				100					5	helm,mag	r27	r23	r14	r12			useitem				addxp			1	1	oskill		146	5	10	hit-skill		146	25	10																																																																					0
Magic Shield - OhmMalDolSol - Battle Cry	1				100					5	shld,mag	r27	r23	r14	r12			useitem				addxp			1	1	oskill		146	5	10	hit-skill		146	25	10																																																																					0
Rare Shield - OhmMalDolSol - Battle Cry	1				100					5	shld,rar	r27	r23	r14	r12			useitem				addxp			1	1	oskill		146	5	10	hit-skill		146	25	10																																																																					0
Magic Belt - OhmMalDolSol - Battle Cry	1				100					5	belt,mag	r27	r23	r14	r12			useitem				addxp			1	1	oskill		146	5	10	hit-skill		146	25	10																																																																					0
Rare Belt - OhmMalDolSol - Battle Cry	1				100					5	belt,rar	r27	r23	r14	r12			useitem				addxp			1	1	oskill		146	5	10	hit-skill		146	25	10																																																																					0
Magic Armor - ChamIstLemKo - War Cry	1				100					5	tors,mag	r32	r24	r20	r18			useitem				addxp			1	1	oskill		154	5	10	hit-skill		154	5	5																																																																					0
Rare Armor - ChamIstLemKo - War Cry	1				100					5	tors,rar	r32	r24	r20	r18			useitem				addxp			1	1	oskill		154	5	10	hit-skill		154	5	5																																																																					0
Magic Helm - ChamIstLemKo - War Cry	1				100					5	helm,mag	r32	r24	r20	r18			useitem				addxp			1	1	oskill		154	5	10	hit-skill		154	5	5																																																																					0
Rare Helm - ChamIstLemKo - War Cry	1				100					5	helm,rar	r32	r24	r20	r18			useitem				addxp			1	1	oskill		154	5	10	hit-skill		154	5	5																																																																					0
Magic Shield - ChamIstLemKo - War Cry	1				100					5	shld,mag	r32	r24	r20	r18			useitem				addxp			1	1	oskill		154	5	10	hit-skill		154	5	5																																																																					0
Rare Shield - ChamIstLemKo - War Cry	1				100					5	shld,rar	r32	r24	r20	r18			useitem				addxp			1	1	oskill		154	5	10	hit-skill		154	5	5																																																																					0
Magic Belt - ChamIstLemKo - War Cry	1				100					5	belt,mag	r32	r24	r20	r18			useitem				addxp			1	1	oskill		154	5	10	hit-skill		154	5	5																																																																					0
Rare Belt - ChamIstLemKo - War Cry	1				100					5	belt,rar	r32	r24	r20	r18			useitem				addxp			1	1	oskill		154	5	10	hit-skill		154	5	5																																																																					0
Magic Armor - ZodOhmLumThul - Grim Ward	1				100					5	tors,mag	r33	r27	r17	r10			useitem				addxp			1	1	oskill		150	5	10	kill-skill		150	10	10																																																																					0
Rare Armor - ZodOhmLumThul - Grim Ward	1				100					5	tors,rar	r33	r27	r17	r10			useitem				addxp			1	1	oskill		150	5	10	kill-skill		150	10	10																																																																					0
Magic Helm - ZodOhmLumThul - Grim Ward	1				100					5	helm,mag	r33	r27	r17	r10			useitem				addxp			1	1	oskill		150	5	10	kill-skill		150	10	10																																																																					0
Rare Helm - ZodOhmLumThul - Grim Ward	1				100					5	helm,rar	r33	r27	r17	r10			useitem				addxp			1	1	oskill		150	5	10	kill-skill		150	10	10																																																																					0
Magic Shield - ZodOhmLumThul - Grim Ward	1				100					5	shld,mag	r33	r27	r17	r10			useitem				addxp			1	1	oskill		150	5	10	kill-skill		150	10	10																																																																					0
Rare Shield - ZodOhmLumThul - Grim Ward	1				100					5	shld,rar	r33	r27	r17	r10			useitem				addxp			1	1	oskill		150	5	10	kill-skill		150	10	10																																																																					0
Magic Belt - ZodOhmLumThul - Grim Ward	1				100					5	belt,mag	r33	r27	r17	r10			useitem				addxp			1	1	oskill		150	5	10	kill-skill		150	10	10																																																																					0
Rare Belt - ZodOhmLumThul - Grim Ward	1				100					5	belt,rar	r33	r27	r17	r10			useitem				addxp			1	1	oskill		150	5	10	kill-skill		150	10	10																																																																					0
Magic Helm - VexIstLemHel - Plague Vine	1				100					5	helm,mag	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Rare Helm - VexIstLemHel - Plague Vine	1				100					5	helm,rar	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Magic Amulet - VexIstLemHel - Plague Vine	1				100					5	amu,mag	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Rare Amulet - VexIstLemHel - Plague Vine	1				100					5	amu,rar	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Magic Shield - VexIstLemHel - Plague Vine	1				100					5	shld,mag	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Rare Shield - VexIstLemHel - Plague Vine	1				100					5	shld,rar	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Magic Gloves - VexIstLemHel - Plague Vine	1				100					5	glov,mag	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Rare Gloves - VexIstLemHel - Plague Vine	1				100					5	glov,rar	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Magic Ring - VexIstLemHel - Plague Vine	1				100					5	ring,mag	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Rare Ring - VexIstLemHel - Plague Vine	1				100					5	ring,rar	r26	r24	r20	r15			useitem				addxp			1	1	oskill		222	3	7																																																																										0
Magic Shield - ChamOhmPulIo - Spirit wolves and Dire wolves	1				100					5	shld,mag	r32	r27	r21	r16			useitem				addxp			1	1	oskill		227	5	10	oskill		237	5	10																																																																					0
Rare Shield - ChamOhmPulIo - Spirit wolves and Dire wolves	1				100					5	shld,rar	r32	r27	r21	r16			useitem				addxp			1	1	oskill		227	5	10	oskill		237	5	10																																																																					0
Magic Gloves - ChamOhmPulIo - Spirit wolves and Dire wolves	1				100					5	glov,mag	r32	r27	r21	r16			useitem				addxp			1	1	oskill		227	5	10	oskill		237	5	10																																																																					0
Rare Gloves - ChamOhmPulIo - Spirit wolves and Dire wolves	1				100					5	glov,rar	r32	r27	r21	r16			useitem				addxp			1	1	oskill		227	5	10	oskill		237	5	10																																																																					0
Magic Ring - ChamOhmPulIo - Spirit wolves and Dire wolves	1				100					5	ring,mag	r32	r27	r21	r16			useitem				addxp			1	1	oskill		227	5	10	oskill		237	5	10																																																																					0
Rare Ring - ChamOhmPulIo - Spirit wolves and Dire wolves	1				100					5	ring,rar	r32	r27	r21	r16			useitem				addxp			1	1	oskill		227	5	10	oskill		237	5	10																																																																					0
Magic Shield - ZodChamMalAmn - Grizzly	1				100					5	shld,mag	r33	r32	r23	r11			useitem				addxp			1	1	oskill		247	5	10																																																																										0
Rare Shield - ZodChamMalAmn - Grizzly	1				100					5	shld,rar	r33	r32	r23	r11			useitem				addxp			1	1	oskill		247	5	10																																																																										0
Magic Gloves - ZodChamMalAmn - Grizzly	1				100					5	glov,mag	r33	r32	r23	r11			useitem				addxp			1	1	oskill		247	5	10																																																																										0
Rare Gloves - ZodChamMalAmn - Grizzly	1				100					5	glov,rar	r33	r32	r23	r11			useitem				addxp			1	1	oskill		247	5	10																																																																										0
Magic Ring - ZodChamMalAmn - Grizzly	1				100					5	ring,mag	r33	r32	r23	r11			useitem				addxp			1	1	oskill		247	5	10																																																																										0
Rare Ring - ZodChamMalAmn - Grizzly	1				100					5	ring,rar	r33	r32	r23	r11			useitem				addxp			1	1	oskill		247	5	10																																																																										0
Magic Weapon - OhmVexVexEl - Rabies	1				100					5	weap,mag	r27	r26,qty=2	r01				useitem				addxp			1	1	oskill		238	15	25																																																																										0
Rare Weapon - OhmVexVexEl - Rabies	1				100					5	weap,rar	r27	r26,qty=2	r01				useitem				addxp			1	1	oskill		238	15	25																																																																										0
Magic Shield - OhmVexVexEl - Rabies	1				100					5	shld,mag	r27	r26,qty=2	r01				useitem				addxp			1	1	oskill		238	15	25																																																																										0
Rare Shield - OhmVexVexEl - Rabies	1				100					5	shld,rar	r27	r26,qty=2	r01				useitem				addxp			1	1	oskill		238	15	25																																																																										0
Magic Gloves - OhmVexVexEl - Rabies	1				100					5	glov,mag	r27	r26,qty=2	r01				useitem				addxp			1	1	oskill		238	15	25																																																																										0
Rare Gloves - OhmVexVexEl - Rabies	1				100					5	glov,rar	r27	r26,qty=2	r01				useitem				addxp			1	1	oskill		238	15	25																																																																										0
Magic Weapon - JahPulSolSol - Fire claws	1				100					5	weap,mag	r31	r21	r12,qty=2				useitem				addxp			1	1	oskill		239	15	25																																																																										0
Rare Weapon - JahPulSolSol - Fire claws	1				100					5	weap,rar	r31	r21	r12,qty=2				useitem				addxp			1	1	oskill		239	15	25																																																																										0
Magic Shield - JahPulSolSol - Fire claws	1				100					5	shld,mag	r31	r21	r12,qty=2				useitem				addxp			1	1	oskill		239	15	25																																																																										0
Rare Shield - JahPulSolSol - Fire claws	1				100					5	shld,rar	r31	r21	r12,qty=2				useitem				addxp			1	1	oskill		239	15	25																																																																										0
Magic Gloves - JahPulSolSol - Fire claws	1				100					5	glov,mag	r31	r21	r12,qty=2				useitem				addxp			1	1	oskill		239	15	25																																																																										0
Rare Gloves - JahPulSolSol - Fire claws	1				100					5	glov,rar	r31	r21	r12,qty=2				useitem				addxp			1	1	oskill		239	15	25																																																																										0
Magic Weapon - JahUmHelDol - Firestorm	1				100					5	weap,mag	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Rare Weapon - JahUmHelDol - Firestorm	1				100					5	weap,rar	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Magic Amu - JahUmHelDol - Firestorm	1				100					5	amu,mag	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Rare Amu - JahUmHelDol - Firestorm	1				100					5	amu,rar	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Magic Shield - JahUmHelDol - Firestorm	1				100					5	shld,mag	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Rare Shield - JahUmHelDol - Firestorm	1				100					5	shld,rar	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Magic Ring - JahUmHelDol - Firestorm	1				100					5	ring,mag	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Rare Ring - JahUmHelDol - Firestorm	1				100					5	ring,rar	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Magic Belt - JahUmHelDol - Firestorm	1				100					5	belt,mag	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Rare Belt - JahUmHelDol - Firestorm	1				100					5	belt,rar	r31	r22	r15	r14			useitem				addxp			1	1	oskill		225	15	25	hit-skill		225	30	30																																																																					0
Magic Weapon - JahOhmFalEth - Molten Boulder	1				100					5	weap,mag	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Rare Weapon - JahOhmFalEth - Molten Boulder	1				100					5	weap,rar	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Magic Amu - JahOhmFalEth - Molten Boulder	1				100					5	amu,mag	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Rare Amu - JahOhmFalEth - Molten Boulder	1				100					5	amu,rar	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Magic Shield - JahOhmFalEth - Molten Boulder	1				100					5	shld,mag	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Rare Shield - JahOhmFalEth - Molten Boulder	1				100					5	shld,rar	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Magic Ring - JahOhmFalEth - Molten Boulder	1				100					5	ring,mag	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Rare Ring - JahOhmFalEth - Molten Boulder	1				100					5	ring,rar	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Magic Belt - JahOhmFalEth - Molten Boulder	1				100					5	belt,mag	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Rare Belt - JahOhmFalEth - Molten Boulder	1				100					5	belt,rar	r31	r27	r19	r05			useitem				addxp			1	1	oskill		229	15	25	hit-skill		229	15	30																																																																					0
Magic Weapon - ChamUmUmEld - Arctic Blast	1				100					5	weap,mag	r32	r22,qty=2	r02				useitem				addxp			1	1	oskill		230	15	25																																																																										0
Rare Weapon - ChamUmUmEld - Arctic Blast	1				100					5	weap,rar	r32	r22,qty=2	r02				useitem				addxp			1	1	oskill		230	15	25																																																																										0
Magic Amu - ChamUmUmEld - Arctic Blast	1				100					5	amu,mag	r32	r22,qty=2	r02				useitem				addxp			1	1	oskill		230	15	25																																																																										0
Rare Amu - ChamUmUmEld - Arctic Blast	1				100					5	amu,rar	r32	r22,qty=2	r02				useitem				addxp			1	1	oskill		230	15	25																																																																										0
Magic Shield - ChamUmUmEld - Arctic Blast	1				100					5	shld,mag	r32	r22,qty=2	r02				useitem				addxp			1	1	oskill		230	15	25																																																																										0
Rare Shield - ChamUmUmEld - Arctic Blast	1				100					5	shld,rar	r32	r22,qty=2	r02				useitem				addxp			1	1	oskill		230	15	25																																																																										0
